id,constituency_name,inec_code,constituency_type,composition,collation_centre,state_id,state_inec_code,state_name,cscdb_country_id,cscdb_country_code,cscdb_country_name,parent_constituency_id,parent_constituency_name,parent_constituency_inec_code
850,QUA’AN PAN SOUTH,SC/853/PL,State Constituency,"Ward 01, 05, 07 – 09 & 11",,32,PL,PLATEAU STATE,161,NG,Nigeria,,,
851,RIYOM,SC/854/PL,State Constituency,The entire LGA,,32,PL,PLATEAU STATE,161,NG,Nigeria,,,
852,SHENDAM,SC/855/PL,State Constituency,The entire LGA,,32,PL,PLATEAU STATE,161,NG,Nigeria,,,
853,WASE,SC/856/PL,State Constituency,The entire LGA,,32,PL,PLATEAU STATE,161,NG,Nigeria,,,
854,ABUA/ODUAL,SC/857/RV,State Constituency,"ABUA I, ABUA II, ABUA III, ABUA IV, EMUGHAN I, EMUGHAN II, OTAPHA OKPEDEN, ADADA,  EMELEGO, EMAGO-KUGBO, AKANI, ANYU",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
855,AHOADA EAST I,SC/858/RV,State Constituency,"AHOADA I, AHOADA II, AHOADA III, AHOADA IV, AKOH I, AKOH II, AKOH III",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
856,AHOADA EAST II,SC/859/RV,State Constituency,"UPATA I, UPATA II, UPATA III, UPATA IV, UPATA V, UPATA VI",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
857,AHOADA WEST,SC/860/RV,State Constituency,"EDIRO I, EDIRO II, JOINKRAMA, OKARKI, IGBUDUYA I, IGBUDUYA II, IGBUDUYA III, IGBUDUYA IV, UBIE I, UBIE II, UBIE III, UBIE IV",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
858,AKUKU-TORU I,SC/861/RV,State Constituency,"BRIGGS I, BRIGGS II, BRIGGS III, JACK I, JACK II, JACK III, ALISE GROUP, OBONOMA",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
859,AKUKU-TORU II,SC/862/RV,State Constituency,"MANUEL I, MANUEL II, MANUEL III, GEORGEWILL I, GEORGEWILL II, GEORGEWILL III, KULA I, KULA II, NORTH/SOUTH GROUP",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
860,ANDONI I,SC/863/RV,State Constituency,"NGO TOWN, UNYEN GALA, AGWUT-OBOLO, EKEDE, IKURU TOWN, UNYEADA I, UNYEADA II, SAMANGA, ASARAMA, ATABA I, ATABA II",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
861,ASARI-TORU I,SC/864/RV,State Constituency,"BUGUMA SOUTH, BUGUMA EAST, BUGUMA EAST I, BUGUMA EAST II, BUGUMA SOUTH WEST, BUGUMA NORTH EAST",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
862,ASARI-TORU II,SC/865/RV,State Constituency,"BUGUMA WEST, BUGUMA NORTH WEST I, BUGUMA NORTH WEST II, BUGUMA EAST WEST, ISIA GROUP I, ISIA GROUP II WEST CENTRAL GROUP",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
863,BONNY,SC/866/RV,State Constituency,"WOMEN’S HALL, HEALTH CENTRE, BOYLE MEMORIAL, GOVERNMENT SCHOOL, FINIMA TOWN HALL, PRIMARY SCH. ABALAMABIE, EPS DEMA ABBEY, PRY. SCH. GREENS, OTOBIE VILLAGE SQUARE, OLOMA, PETERSIDE, SCH. HALL KALAIBIAMA",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
864,DEGEMA,SC/867/RV,State Constituency,"BAKANA I, BAKANA II, BAKANA III, BAKANA IV, BAKANA V, BAKANA VI, TOMBIA I, TOMBIA II, TOMBIA III, OMBIA IV, DEGEMA II, DEGEMA 12, DEGEMA 13, DEGEMA 14, BUGUMA, BILLE, OLD BAKANA/KE, ",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
865,EMOHUA,SC/868/RV,State Constituency,"OGBAKIRI I, OGBAKIRI II, EMOHUA I, EMOHUA II, OBELLE, IBAA, RU-NDELE, ELELE ALIMINI, UMUDIOGA/ AKPABU/ITU, EGBEDA, UBIMINI, ODEGU I, ODEGU II,",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
866,ELEME,SC/869/RV,State Constituency,"ALESA, ALODE, OGALE, EBUBU, EKPORO, ETEO, ONNE, AGBONCHIA, AKPAJO, ALETO",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
867,ETCHE I,SC/870/RV,State Constituency,"EGBU, OBIBI/AKWUKABI, OBITE, OKEHI, OZUZU, IGBODO, AKPOKU/UMUOYE, NDASHI, MBA, OWU",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
868,ETCHE II,SC/871/RV,State Constituency,"AFARA, IGBO I, IGBO II, IGBO III, EGWI/OPIRO, NIHI ODUFOR, ULAKWO I & II ADWA/ODOGWA",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
869,GOKANA,SC/872/RV,State Constituency,"BODO I, BODO II, BODO III, B-DERE, K-DERE I, K-DERE II, BOMU I, BOMU II, KPOR/LEWE/GBE, MOGHO, NEW-OL, GIOKO, BARAKE, BIARA I, DEEKEN/DEEYOR/NWWBIARAA, YEGHE I, YEGHE II",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
870,IKWERE I,SC/873/RV,State Constituency,"ISIOKPO I, ISIOKPO II, ELELE I, ELELE II, OMERELU APANI, OMUANWA, UBIMA, OMAGWA, OMADEME/IPO, OZUAHA, IGWURUTA, ALUU",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
871,KHANA I,SC/874/RV,State Constituency,"BORI, ZAAKPON, KAANI, BANE, KONO/KWAWA, WIIYAAKARA BOUE, UEGWERE, GWARA/KAA/EEKEN, SII/BETEM/K,-BABBE, BAEN/KPEAN/DUBURO",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
872,KHANA II,SC/875/RV,State Constituency,"LUEKU/NYOKURU, SOGHO, OKWALE BANGHA, TAABAA, BEERI, OPUOKO/KALAOKO, LORRE/LUEBE/KPAA",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
873,OBIO/AKPOR I,SC/876/RV,State Constituency,"OROIGWE, RUMUDARA, RUMUOKWU, RUMUODOMANYA, ELELEMWO, WOJI, RUMUOKORO, RUMUMASHI",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
874,OBIO/AKPOR II,SC/877/RV,State Constituency,"RUMUEME (7A), RUMUEME (7B), RUMUEME (7C), RUMUIGBO, RUMUOKWUTA, RUKPOKU, CHOBA, OZUOBA/OGBOGORO, RUMUELEMINI",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
875,(OGBA/EGBEMA/NDONI) ONELGA I,SC/878/RV,State Constituency,"OMOKU TOWN I (OBOSI), OMOKU TOWN II (OBAKATA), OMOKU TOWN II (OBIETI) OMOKU TOWN IV, IGBURU, EGI I, EGI II, EGI III (EREMA), EGI IV, OMOKU TOWN V",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
876,ONELGA II,SC/879/RV,State Constituency,"OBIRDOM (USOMINI NORTH), KERIGANI (USOMINI SOUTH), EGBEMA I, EGBEMA II, NDONI I, NDONI II, NDONI III",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
877,OGU/BOLO,SC/880/RV,State Constituency,"OGU I, OGU II, OGU II, OGU IV, OGU V, OGU VI, BOLO I, BOLO II, BOLO III, BOLO IV, WAKAM, ELE.",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
878,OKRIKA,SC/881/RV,State Constituency,"OKRIKA I, OKRIKA II, OKRIKA III, OKRIKA IV, OKRIKA V, OKRIKA VI, OKRIKA VII, OGAN, KALIO, OGOLOMA I, OGOLOMA II, OGOLOMA III",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
879,OMUMA,SC/882/RV,State Constituency,"EBERI-DIKEOMUO COMM. ARIRAMRI/OWUAHIA COMM., OBIOHIA COMM. OHIMOGHO COMM. OYORO COMM., OFEH COMM., UMUOGHA I COMM., UMUOGHA II COMM., OBIBI AJULOKE COMM. UMUAJULOKE COMM.",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
880,OPOBO/NKORO,SC/883/RV,State Constituency,"KALAIBIAMA I, KALAIBIAMA II, DIEPRI, URONU, DAPPAYE AMAKIRI I, DAPPAYE AMAKIRI II, JAJA, QUEENS TOWN/KALAMA, NKOWO I, NKOWO II, NKORO III",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
881,OYIGBO,SC/884/RV,State Constituency,"OKOLOMA NDOKI I, OBEAKPU NDOKI,EGBERU NDOK, UMUAGBAI NDOK, AZUOGU NDOK, OBETE NDOK OBEAMA ASA, OYIGBO WEST ASA, OYIGBO CENTRAL ASA, KOM-KOM ASA",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
882,PORT-HARCOURT I,SC/885/RV,State Constituency,"OROMINEKE, OROGBUM, ORABALI, RUMUKALAGBOR, RUMUNOJI, ELEKAHIAH, OROWOROKWO",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
883,PORT-HARCOURT II,SC/886/RV,State Constituency,"OGBUNABALI, PORT HARCOURT I, PORT HARCOURII, PORT HARCOURT III",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
884,PORT-HARCOURT III,SC/887/RV,State Constituency,"NKPOLU OROWORUKWUO, RUMUWOJI II, RUMUWOJI III, MGBUNDUKWU I,MGBUNDUKWU II,DIOBU, NKPOLU OROWORUKWO, RUMUOBIEKWE",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
885,TAI,SC/888/RV,State Constituency,"BOTEM I, KPITE II, KOROKORO/UEKEN III, KOROMA/HORO IV, KIRA V, GIO-KPOGHOR-GBAM VI, NONWA VII, SEME VIII, BUNU IX, BAN-OGO X",,33,RV,RIVERS STATE,161,NG,Nigeria,,,
886,BINJI,SC/889/SO,State Constituency,"INNAME,SAMAMA,BINJI,JAMAU,TUDUN KOSE,GAWAZZAI,MAIKULLI,BUNKARI,SORO GABAS,SORO YAMMA",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
887,BODINGA NORTH,SC/890/SO,State Constituency,"BAGARAWA,DANCHADI,BANGI/DABAGA,KWACCIYAR LALLE,TAKATUTU/MAORAW",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
888,BODINGA SOUTH,SC/891/SO,State Constituency,"BODINGA/TAUMA,MAZANGARI,J/K. MIYO,SIFAWA/LUJKUYAWA,DABAU/DARHELA,DINYADI,BADAWA,TULLUWA/KULAFASA",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
889,DANGE SHUNI,SC/892/SO,State Constituency,"DANGE,WABABA/SALAU,BODAI/JURGA,FAJALDU,SHUNI,RUU/MANDE/AMNW,TSAFANADE,TUNTUBE/TSEHE,GHERE/GAJARA,RINKINA,RUGGAR GIDADO",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
890,GADA EAST,SC/893/SO,State Constituency,"GADA,KADDI,GILBADI,TSITSE,KAFFE",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
891,GADA WEST,SC/894/SO,State Constituency,"KADADIN BUDA,KYADAWA/HOLAI,KIRI,KADASSAKA,KWARMA",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
892,GORONYO,SC/895/SO,State Constituency,"GORONYO,GIYAWA,BOYEKAI,KAGARA,KWAKWASO,KOJIYO,RIMAWA,SHINAKA,S/GARI/D/D.TSAKKO,BIRJINGO,TAKAKUME",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
893,GUDU,SC/896/SO,State Constituency,"KARFEN SARKI,CHALAS/MAKUYA,BACHAKA,GWAZANGE/BOKO,KARULA,BALLE,AWILKITI,KARFEEN CHANA,MARKEN BORI,TULUN DOYA",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
894,GWADABAWA NORTH,SC/897/SO,State Constituency,"ASARA KUDU,ASARA AREWA,ATAKWANYO,GWADABAWA,GIGANE",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
895,GWADABAWA SOUTH,SC/898/SO,State Constituency,"CHIMMOLA KUDU,CHIMMOLA AREWA,IDAN KAYA,MAMMANDE,SALAMA,HUCHI",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
896,ILLELA,SC/899/SO,State Constituency,"ILLELA,KALMMALO,DANBA,DARNA/SABON/G,DARNA TSOLAWO,GIDAN HAMMA,ARRABA,GARU,RUGGAR GATI,TOZAI,GIDAN KATTA",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
897,ISA,SC/900/SO,State Constituency," ISA NORTH,ISA SOUTH,TURBA,TSABREN S.DARAI,TIDIBALE,BARGAJA,YANFAKO,TOZAI,GEBE ‘A’ GEBE ‘B’",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
898,KWARE,SC/901/SO,State Constituency,"KWARE,BANKANU/RUGGAR/KADE,BASANSA,S/BIRNI/G.KARMA,HAMA ‘A’ ALI/MARABAWA,G/MODIBBO/G.AKAWARA,GIDAN RUGGA,DUR BAWA,TUNGA/MALLAMAWA,KABANGA,TSAKI/WALAKA’E",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
899,KEBBE,SC/902/SO,State Constituency,"KEBBE EAST,KEBBE WEST,MARGAI’A’ MARGAI ‘B’,KUCHI,NASGUDU,SANGI,FAKKU,UNGUSHI,GIRKAU",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
900,RABAH,SC/903/SO,State Constituency,"RABAH,RIJI/MAIKUJERA,RARA,GWADDODI/G. BUWAI,GAWAKUKE/TOFA,GANI ‘A’,GANDI ‘B’,TAMIYA,YARKASUWA,KURYA,TURSA",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
901,SABON BIRIN NORTH,SC/904/SO,State Constituency,"SABON BIRNI EAST,SABON BIRNI WEST,TSAMAYE,UNGUWAR LALLE,MAKUWANA",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
902,SABON BIRIN SOUTH,SC/905/SO,State Constituency,"TARA,GATAWA,KURAWA,GANGARA,KALGO,LAJINGE",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
903,SHAGARI,SC/906/SO,State Constituency," JEREDI,HORO BIRNI,DADIN MAHE,KAMBAMA,GANGAM,LAMBARA,SHAGARI,SANYINAWAL,KAJIJI,MANDERA",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
904,SILAME,SC/907/SO,State Constituency,"GANDE EAST,GANDE WEST,KATAMI NORTH,KATAMI SOUTH,KUBODU NORTH,KUBODO SOUTH,KUBODO SOUTH,LABANI,MARAFA EAST,MARAFA WEST,SILAME",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
905,SOKOTO NORTH,SC/908/SO,State Constituency,"WAZIRI ‘A’,WAZIRI ‘B’,WAZIRI ‘C’,MAGAJI RAFI ‘A’,MAGAJI RAFI ‘B’",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
906,SOKOTO NORTH II,SC/909/SO,State Constituency,"MAGAJI GARI ‘A’,MAGAJI GARI ‘B’,S/ADAR G. IGWAI,SARKIN MUSILIMI ‘A’,SARKIN MUSLIMI ‘B’,S/ADAR GANDU",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
907,SOKOTO SOUTH I,SC/910/SO,State Constituency,"TUDUN WADA ‘A’,TUDUN WADA ‘B’,GAGI ‘A’,GAGI ‘B’, GAGI ‘C’,GAGI ‘C’",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
908,SOKOTO SOUTH II,SC/911/SO,State Constituency,"RIJIYAR DOROWA ‘A’,RIJIYAR DOROWA ‘B’,SARKIN ZAMFARA ‘A’,SARKIN ZAMFARA ‘",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
909,TAMBUWAL WEST,SC/912/SO,State Constituency,"ROMON SARKI,BAKAYA/S//BIRIN,BASHIRE/MAIKADA,BAGIDA/LUKKINGO,TAMBUWAL/SHINFIRI,FAGA/ALASAN",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
910,TAMBUWAL EAST,SC/913/SO,State Constituency,"DONGON DAJI/SALAH,SANYINNA,BARKEJI/NABAGUDA,J,ABO/KAGARA,SAIDA/GOSHE",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
911,TANGAZA,SC/914/SO,State Constituency,"TANGAZA,RUWA WURI,RAKA,SALEWA,GIDAN MADI,SUTTI/KWARAKKA,KWACCEHURU,KALANJENI,MAGONHO,SAKWAI",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
912,TURETA,SC/915/SO,State Constituency,"DUMA,LOFA,TSAMIYA,BARAYAR GIWA,FURA GIRKE,LAMBAR TURETA,TURETA GARI,KURUWA,GIDAN KARE/BIMASA,KWARARE",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
913,WAMAKKO,SC/916/SO,State Constituency,"ARKILLA,BADO/KASARAWA,GUMBI/WAQJEKE,KALAMABAINA/GIRABSI,G.HAMIDU/G.KAYA,G.BUBU/G/YARO,WAMAKO,DUNDAYE/GUNBORAW,GWAMATSE,KAMATA",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
914,WURNO,SC/917/SO,State Constituency,"MARAAFA,MAGARYA,DANKEMU,DINBISO,KWARGABA,CHACHO/MARNONA,DINAWA,ACHIDA,ALKAMMU/GYALGEL,LAHODU/GIDAN BANGO,KWASARE/SISAWA",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
915,YABO,SC/918/SO,State Constituency,"FAKKA,BINGAJE,BINJI/(MUZA),TORANKAWA,RUGGAR IYA,YABO ‘A’,YABO ‘B’,KILGORI,BIRNIN RUWA,BAKALE",,34,SO,SOKOTO STATE,161,NG,Nigeria,,,
916,BALI I,SC/919/TR,State Constituency,Ward 01 - 03 & 09 – 11,,35,TR,TARABA STATE,161,NG,Nigeria,,,
917,BALI II,SC/920/TR,State Constituency,Ward 04 – 07,,35,TR,TARABA STATE,161,NG,Nigeria,,,
918,GASSOL I,SC/921/TR,State Constituency,"Ward 01, 06, 08 & 10 -12",,35,TR,TARABA STATE,161,NG,Nigeria,,,
919,GASSOL II,SC/922/TR,State Constituency,Ward 02 – 09,,35,TR,TARABA STATE,161,NG,Nigeria,,,
920,JALINGO I,SC/923/TR,State Constituency,"Ward 02, 06 & 08 – 10",,35,TR,TARABA STATE,161,NG,Nigeria,,,
921,JALINGO II,SC/924/TR,State Constituency,"Ward 01, 03 – 05 & 07",,35,TR,TARABA STATE,161,NG,Nigeria,,,
922,ARDO-KOLA,SC/925/TR,State Constituency,The entire LGA,,35,TR,TARABA STATE,161,NG,Nigeria,,,
923,TAKUM I,SC/926/TR,State Constituency,"Ward 02, 03, 05, 07, 08 &10",,35,TR,TARABA STATE,161,NG,Nigeria,,,
924,KASHIMBILA,SC/927/TR,State Constituency,"Ward 01 – 04, 06, 09 & 11",,35,TR,TARABA STATE,161,NG,Nigeria,,,
925,USSA/LIKAM,SC/928/TR,State Constituency,"Ward 02, 04, 05 & 07 – 11",,35,TR,TARABA STATE,161,NG,Nigeria,,,
926,GEMBU,SC/929/TR,State Constituency,"Ward 01, 02, 06 & 10",,35,TR,TARABA STATE,161,NG,Nigeria,,,
927,NGUROJE,SC/930/TR,State Constituency,"Ward 04, 05, 08 & 09",,35,TR,TARABA STATE,161,NG,Nigeria,,,
928,MBAMNGA,SC/931/TR,State Constituency,"Ward 03, 07 & 11",,35,TR,TARABA STATE,161,NG,Nigeria,,,
929,BAISSA,SC/932/TR,State Constituency,The entire LGA,,35,TR,TARABA STATE,161,NG,Nigeria,,,
930,ZING,SC/933/TR,State Constituency,The entire LGA,,35,TR,TARABA STATE,161,NG,Nigeria,,,
931,KARIM LAMIDO I,SC/934/TR,State Constituency,Ward 04 & 07 – 10,,35,TR,TARABA STATE,161,NG,Nigeria,,,
932,KARIM LAMIDO II,SC/935/TR,State Constituency,"Ward 01 – 03, 05, 06 & 11",,35,TR,TARABA STATE,161,NG,Nigeria,,,
933,WUKARI I,SC/936/TR,State Constituency,"Ward 01, 04, 05, 07 & 09",,35,TR,TARABA STATE,161,NG,Nigeria,,,
934,WUKARI II,SC/937/TR,State Constituency,"Ward 02, 03, 06, 08 & 10",,35,TR,TARABA STATE,161,NG,Nigeria,,,
935,IBI,SC/938/TR,State Constituency,The entire LGA,,35,TR,TARABA STATE,161,NG,Nigeria,,,
936,DONDA,SC/939/TR,State Constituency,The entire LGA,,35,TR,TARABA STATE,161,NG,Nigeria,,,
937,GASHAKA,SC/940/TR,State Constituency,The entire LGA,,35,TR,TARABA STATE,161,NG,Nigeria,,,
938,LAU,SC/941/TR,State Constituency,The entire LGA,,35,TR,TARABA STATE,161,NG,Nigeria,,,
939,YORRO,SC/942/TR,State Constituency,The entire LGA,,35,TR,TARABA STATE,161,NG,Nigeria,,,
940,BADE EAST,SC/943/YB,State Constituency,Ward 02 – 07 & 10,,36,YB,YOBE STATE,161,NG,Nigeria,,,
941,BADE WEST,SC/944/YB,State Constituency,"Ward 01, 08 & 09",,36,YB,YOBE STATE,161,NG,Nigeria,,,
942,BURSARI,SC/945/YB,State Constituency,The entire LGA,,36,YB,YOBE STATE,161,NG,Nigeria,,,
943,DAMATURU I,SC/946/YB,State Constituency,"Ward 01, 03, 09 & 10",,36,YB,YOBE STATE,161,NG,Nigeria,,,
944,DAMATURU II,SC/947/YB,State Constituency,"Ward 02, 04 – 08 & 11",,36,YB,YOBE STATE,161,NG,Nigeria,,,
945,FIKA/NGALDA,SC/948/YB,State Constituency,"Ward 01, 03, 04, 06 & 08",,36,YB,YOBE STATE,161,NG,Nigeria,,,
946,GOYA/NGEJI,SC/949/YB,State Constituency,"Ward 02, 05, 07, 09 & 10",,36,YB,YOBE STATE,161,NG,Nigeria,,,
947,DAMAGUM,SC/950/YB,State Constituency,Ward 01 & 04 – 08,,36,YB,YOBE STATE,161,NG,Nigeria,,,
948,JAJERE,SC/951/YB,State Constituency,"Ward 02, 03 & 09 – 13",,36,YB,YOBE STATE,161,NG,Nigeria,,,
949,GEIDAM SOUTH,SC/952/YB,State Constituency,"Ward 03 – 06, 09 & 11",,36,YB,YOBE STATE,161,NG,Nigeria,,,
950,GEIDAM NORTH,SC/953/YB,State Constituency,"Ward 01, 02, 07, 08 & 10",,36,YB,YOBE STATE,161,NG,Nigeria,,,
951,GUJBA,SC/954/YB,State Constituency,The entire LGA,,36,YB,YOBE STATE,161,NG,Nigeria,,,
952,GULANI,SC/955/YB,State Constituency,The entire LGA,,36,YB,YOBE STATE,161,NG,Nigeria,,,
953,JAKUSKO,SC/956/YB,State Constituency,The entire LGA,,36,YB,YOBE STATE,161,NG,Nigeria,,,
954,KARASUWA,SC/957/YB,State Constituency,The entire LGA,,36,YB,YOBE STATE,161,NG,Nigeria,,,
955,MACHINA,SC/958/YB,State Constituency,The entire LGA,,36,YB,YOBE STATE,161,NG,Nigeria,,,
956,NANGERE,SC/959/YB,State Constituency,The entire LGA,,36,YB,YOBE STATE,161,NG,Nigeria,,,
957,NGURU I,SC/960/YB,State Constituency,"Ward 01, 06, 07 & 10",,36,YB,YOBE STATE,161,NG,Nigeria,,,
958,NGURU II,SC/961/YB,State Constituency,"Ward 02 – 05, 08 & 09",,36,YB,YOBE STATE,161,NG,Nigeria,,,
959,POTISKUM TOWN,SC/962/YB,State Constituency,"Ward 01 – 03, 05 – 07 & 10",,36,YB,YOBE STATE,161,NG,Nigeria,,,
960,MAMUDO,SC/963/YB,State Constituency,"Ward 04, 08 & 09",,36,YB,YOBE STATE,161,NG,Nigeria,,,
961,TARMUWA,SC/964/YB,State Constituency,The entire LGA,,36,YB,YOBE STATE,161,NG,Nigeria,,,
962,YUNUSARI,SC/965/YB,State Constituency,The entire LGA,,36,YB,YOBE STATE,161,NG,Nigeria,,,
963,YUNUFARI,SC/966/YB,State Constituency,The entire LGA,,36,YB,YOBE STATE,161,NG,Nigeria,,,
964,K/NAMODA NORTH,SC/967/ZF,State Constituency,"GABAKE,G/GALADIMA,KUNGURKI,S/BAURA, ‘YANKABA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
965,K/NAMODA SOUTH,SC/968/ZF,State Constituency,"BANGA, DAN’ISA, KAGARA, ,KYAMBARAWA, SAKAJIKI",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
966,BIRNIN MAGAJI,SC/969/ZF,State Constituency,BIRNIN MAGAJI LGA,,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
967,ZURMI EAST,SC/970/ZF,State Constituency,"DAURAN/B-TSABA,KWASHABAWA,MASHEME,KUTURU/MAYASA,RUKUDAWA,ZURMI",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
968,ZURMI WEST,SC/971/ZF,State Constituency,"BOKO,DOLE,KANWA,’YANBUKI/DUTSI,GALADIMA/’YANRUWA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
969,SHINKAFI,SC/972/ZF,State Constituency,"BADARAWA,CHIKI,GALADI,JANGERU,KATURU,KWARE,KURYA,SHINKAFI NORTH,SHINAKFI SOUTH, SHANAWA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
970,TSAFE EAST,SC/973/ZF,State Constituency,"TSAFE,CHEDIYA,YANKUZO ‘A’,YANKUZO ‘B’,DAUKI,YANDOTON DAJI",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
971,TSAFE WEST,SC/974/ZF,State Constituency," BILBIS DANJIBGA,KETA,KWAREN GANUWA,YANDOTON DAJI",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
972,GUSAU I,SC/975/ZF,State Constituency,"MADA,WONAKA,RUWAN BORE,MAGAMI,WANKE,RIJIYA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
973,GUSAU II,SC/976/ZF,State Constituency,"GALADIMA,MADAWAKI,MAYANA,SABON GARI,TUDUN WADA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
974,BUNGUDU EAST,SC/977/ZF ,State Constituency,"KWATARKWASHI,SANKALAWA,SAMAWA,TOFA,RAWAYYA/BELA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
975,BUNGUDU WEST,SC/978/ZF,State Constituency,"BINGI NORTH, BINGI SOUTH, BUNGUDU, FURFURI/KWAIKWAI, GADA/KARAKKAI, NAHUCHE",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
976,MARU NORTH,SC/979/ZF,State Constituency,"MAYANCHI, MARU, KANOMA, BINGI, RUWAN DOROWA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
977,MARU SOUTH,SC/980/ZF,State Constituency,"DANSADAU, DANGULBI, DANKURMI, BINDIN/MUTUNJI, KUYAMBANA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
978,ANKA,SC/981/ZF,State Constituency,"BAGEGA, BARAYAR ZAKI, DANGALADIMA, MAGAJI, MATSERI, SABON BIRNI, WARAMU, WUYA, YARSABAYA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
979,T/MAFARA NORTH,SC/982/ZF,State Constituency,"GALADIMA, MAKERA, KAYAYE/MATUSGI, RUWAN BAURE, SAUNA/RUWAN GORA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
980,T/MAFARA SOUTH,SC/983/ZF,State Constituency,"JANGEBE, RUWAN GIZO, GWARAM, GARBADU, KAGARA, MORAI",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
981,BAKURA,SC/984/ZF,State Constituency,"BAKURA, BIRNIN TUDU, DAMRI, DANKADU, DANMANAU, YARKUFOJI,DAKKO, NASARAWA, RINI, YARGEDA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
982,MARADUN I,SC/985/ZF,State Constituency,"MARADUN NORTH, MARADUN SOUTH, JANBAKO, B-KAYA/DOSARA, DAMAGA/GAMA-GIWA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
